,Postcode,Borough,Street,Latitude,Longitude,Coordinates,Clusters
2326,03-798,Targówek,ul. Księcia Ziemowita,52.2694,21.0777,"52.2694, 21.0777",31
2327,03-866,Targówek,ul. Księżnej Anny,52.2615,21.0779,"52.2615, 21.0779",31
2328,03-554,Targówek,ul. Kuflewska,52.2709,21.0591,"52.2709, 21.0591",31
2329,03-242,Targówek,ul. L. Kondratowicza,52.2931,21.0318,"52.2931, 21.0318",29
2330,03-285,Targówek,ul. L. Kondratowicza,52.293,21.0443,"52.293, 21.0443",29
2331,03-582,Targówek,ul. Leśniewska,52.2782,21.0654,"52.2782, 21.0654",30
2332,03-652,Targówek,ul. Lewicpolska,52.2907,21.0736,"52.2907, 21.0736",30
2333,03-523,Targówek,ul. Lidzka,52.2733,21.0384,"52.2733, 21.0384",26
2334,03-391,Targówek,ul. Liwska,52.2905,21.0167,"52.2905, 21.0167",29
2335,03-618,Targówek,ul. Lotnika,52.2822,21.0692,"52.2822, 21.0692",30
2336,03-873,Targówek,ul. Ludwicka,52.2614,21.0791,"52.2614, 21.0791",31
2337,03-361,Targówek,ul. Łabiszyńska,52.2938,21.033,"52.2938, 21.033",29
2338,03-385,Targówek,ul. Łabiszyńska,52.2957,21.0333,"52.2957, 21.0333",29
2339,03-397,Targówek,ul. Łabiszyńska,52.2961,21.0328,"52.2961, 21.0328",29
2340,03-204,Targówek,ul. Łabiszyńska,52.2964,21.0321,"52.2964, 21.0321",29
2341,03-629,Targówek,ul. Ładna,52.2876,21.072,"52.2876, 21.072",30
2342,03-320,Targówek,ul. Łąkocińska,52.283,21.029,"52.283, 21.029",29
2343,03-392,Targówek,ul. Łojewska,52.2961,21.0394,"52.2961, 21.0394",29
2344,03-878,Targówek,ul. Łubinowa,52.2625,21.0966,"52.2625, 21.0966",24
2345,03-665,Targówek,ul. M. Bohuszewiczówny,52.2905,21.0614,"52.2905, 21.0614",30
2346,03-683,Targówek,ul. M. Fersta,52.2829,21.0777,"52.2829, 21.0777",30
2347,03-318,Targówek,ul. M. K. Ogińskiego,52.2858,21.0258,"52.2858, 21.0258",29
2348,03-322,Targówek,ul. M. K. Ogińskiego,52.2835,21.0277,"52.2835, 21.0277",29
2349,03-345,Targówek,ul. M. K. Ogińskiego,52.2847,21.0268,"52.2847, 21.0268",29
2350,03-357,Targówek,ul. M. K. Ogińskiego,52.2895,21.024,"52.2895, 21.024",29
2351,03-542,Targówek,ul. M. Ossowskiego,52.2703,21.0475,"52.2703, 21.0475",26
2352,03-395,Targówek,ul. Majowa,52.2902,21.0225,"52.2902, 21.0225",29
2353,03-286,Targówek,ul. Malborska,52.2974,21.0596,"52.2974, 21.0596",30
2354,03-617,Targówek,ul. Miedzianogórska,52.2819,21.0686,"52.2819, 21.0686",30
2355,03-886,Targówek,ul. Mieszka I,52.2682,21.0686,"52.2682, 21.0686",31
2356,03-667,Targówek,ul. Mleczna,52.2884,21.0618,"52.2884, 21.0618",30
2357,03-625,Targówek,ul. Mleczna,52.2871,21.0654,"52.2871, 21.0654",30
2358,03-655,Targówek,ul. Młodzieńcza,52.2895,21.0716,"52.2895, 21.0716",30
2359,03-690,Targówek,ul. Mosiężna,52.2877,21.078000000000003,"52.2877, 21.078000000000003",30
2360,03-660,Targówek,ul. Moszczenicka,52.2902,21.0637,"52.2902, 21.0637",30
2361,03-585,Targówek,ul. Mrozowska,52.2791,21.0622,"52.2791, 21.0622",30
2362,03-595,Targówek,ul. Mrozowska,52.28,21.0597,"52.28, 21.0597",30
2363,03-654,Targówek,ul. Mroźna,52.2902,21.0727,"52.2902, 21.0727",30
2364,03-553,Targówek,ul. Myszkowska,52.2681,21.0548,"52.2681, 21.0548",31
2365,03-374,Targówek,ul. Myszyniecka,52.2893,21.0181,"52.2893, 21.0181",29
2366,03-779,Targówek,ul. Naczelnikowska,52.2625,21.0611,"52.2625, 21.0611",31
2367,03-284,Targówek,ul. Nad Potokiem,52.2905,21.0556,"52.2905, 21.0556",30
2368,03-349,Targówek,ul. Nadwiślańska,52.2861,21.0268,"52.2861, 21.0268",29
2369,03-795,Targówek,ul. Niedotrzymska,52.2663,21.0736,"52.2663, 21.0736",31
2370,03-365,Targówek,ul. Niemeńska,52.2893,21.0243,"52.2893, 21.0243",29
2371,03-382,Targówek,ul. Nieszawska,52.2904,21.0222,"52.2904, 21.0222",29
2372,03-867,Targówek,ul. Nieświeska,52.2666,21.0848,"52.2666, 21.0848",31
2373,03-692,Targówek,ul. Nowosądecka,52.2859,21.0788,"52.2859, 21.0788",30
2374,03-532,Targówek,ul. Obwodowa,52.2746,21.0405,"52.2746, 21.0405",26
2375,03-605,Targówek,ul. Ogrodnicza,52.2853,21.0642,"52.2853, 21.0642",30
2376,03-633,Targówek,ul. Określona,52.2855,21.0703,"52.2855, 21.0703",30
2377,03-316,Targówek,ul. Oliwska,52.278999999999996,21.0236,"52.278999999999996, 21.0236",29
2378,03-334,Targówek,ul. Oliwska,52.2815,21.0215,"52.2815, 21.0215",29
2379,03-571,Targówek,ul. Orłowska,52.2761,21.0519,"52.2761, 21.0519",31
2380,03-503,Targówek,ul. Oszmiańska,52.2676,21.0437,"52.2676, 21.0437",26
2381,03-888,Targówek,ul. P. Bardowskiego,52.2713,21.0948,"52.2713, 21.0948",24
2382,03-388,Targówek,ul. P. Wysockiego,52.2913,21.0193,"52.2913, 21.0193",29
2383,03-369,Targówek,ul. P. Wysockiego,52.2819,21.025,"52.2819, 21.025",29
2384,03-202,Targówek,ul. P. Wysockiego,52.2918,21.0166,"52.2918, 21.0166",29
2385,03-321,Targówek,ul. Palestyńska,52.2818,21.0232,"52.2818, 21.0232",29
2386,03-502,Targówek,ul. Plantowa,52.2657,21.0501,"52.2657, 21.0501",31
2387,03-501,Targówek,ul. Plantowa,52.2652,21.0518,"52.2652, 21.0518",31
2388,03-368,Targówek,ul. Poborzańska,52.2897,21.0275,"52.2897, 21.0275",29
2389,03-613,Targówek,ul. Poranna,52.2807,21.0647,"52.2807, 21.0647",30
2390,03-638,Targówek,ul. Pospieszna,52.2854,21.0727,"52.2854, 21.0727",30
2391,03-630,Targówek,ul. Pospolita,52.2871,21.0701,"52.2871, 21.0701",30
2392,03-686,Targówek,ul. Potulicka,52.283,21.0813,"52.283, 21.0813",30
2393,03-309,Targówek,ul. Pożarowa,52.2777,21.0255,"52.2777, 21.0255",29
2394,03-510,Targówek,ul. Prałatowska,52.2707,21.05,"52.2707, 21.05",31
2395,03-511,Targówek,ul. Pratulińska,52.2703,21.0522,"52.2703, 21.0522",31
2396,03-672,Targówek,ul. Promienna,52.2754,21.0697,"52.2754, 21.0697",30
2397,03-879,Targówek,ul. Przecławska,52.2713,21.0745,"52.2713, 21.0745",31
2398,03-691,Targówek,ul. Przewoźników,52.2855,21.0781,"52.2855, 21.0781",30
2399,03-574,Targówek,ul. Radzymińska,52.2689,21.061,"52.2689, 21.061",31
2400,03-548,Targówek,ul. Radzymińska,52.2676,21.0585,"52.2676, 21.0585",31
2401,03-549,Targówek,ul. Radzymińska,52.2686,21.0597,"52.2686, 21.0597",31
2402,03-560,Targówek,ul. Radzymińska,52.2713,21.061999999999998,"52.2713, 21.061999999999998",31
2403,03-576,Targówek,ul. Radzymińska,52.2764,21.0661,"52.2764, 21.0661",30
2404,03-575,Targówek,ul. Radzymińska,52.2735,21.065,"52.2735, 21.065",30
2405,03-671,Targówek,ul. Radzymińska,52.2768,21.0679,"52.2768, 21.0679",30
2406,03-611,Targówek,ul. Radzymińska,52.2822,21.0709,"52.2822, 21.0709",30
2407,03-674,Targówek,ul. Radzymińska,52.2834,21.073,"52.2834, 21.073",30
2408,03-643,Targówek,ul. Radzymińska,52.29,21.0772,"52.29, 21.0772",30
2409,03-694,Targówek,ul. Radzymińska,52.2895,21.0781,"52.2895, 21.0781",30
2410,03-512,Targówek,ul. Radzymińska,52.2668,21.0581,"52.2668, 21.0581",31
2411,03-639,Targówek,ul. Regatowa,52.2887,21.0714,"52.2887, 21.0714",30
2412,03-343,Targówek,ul. Rembielińska,52.2861,21.0335,"52.2861, 21.0335",29
2413,03-362,Targówek,ul. Rembielińska,52.2925,21.0283,"52.2925, 21.0283",29
2414,03-616,Targówek,ul. Remontowa,52.2813,21.0682,"52.2813, 21.0682",30
2415,03-521,Targówek,ul. Rogowska,52.2717,21.04,"52.2717, 21.04",26
2416,03-623,Targówek,ul. Roślinna,52.2869,21.0658,"52.2869, 21.0658",30
2417,03-628,Targówek,ul. Rozwadowska,52.2878,21.0687,"52.2878, 21.0687",30
2418,03-698,Targówek,ul. Rusiecka,52.2922,21.0775,"52.2922, 21.0775",30
2419,03-786,Targówek,ul. Rybieńska,52.2629,21.0635,"52.2629, 21.0635",31
2420,03-794,Targówek,ul. Rzeczna,52.2663,21.0764,"52.2663, 21.0764",31
2421,03-246,Targówek,ul. Rzepichy,52.3019,21.046,"52.3019, 21.046",29
2422,03-533,Targówek,ul. Rzeszowska,52.2746,21.0389,"52.2746, 21.0389",26
2423,03-340,Targówek,ul. S. Bolívara,52.2895,21.0444,"52.2895, 21.0444",29
2424,03-592,Targówek,ul. Samarytanka,52.2803,21.0581,"52.2803, 21.0581",30
2425,03-588,Targówek,ul. Samarytanka,52.2799,21.064,"52.2799, 21.064",30
2426,03-656,Targówek,ul. Samotna,52.2896,21.0697,"52.2896, 21.0697",30
2427,03-636,Targówek,ul. Senna,52.2867,21.0713,"52.2867, 21.0713",30
2428,03-317,Targówek,ul. Siedzibna,52.2827,21.029,"52.2827, 21.029",29
2429,03-331,Targówek,ul. Siedzibna,52.2831,21.0307,"52.2831, 21.0307",29
2430,03-209,Targówek,ul. Skrajna,52.2942,21.02,"52.2942, 21.02",29
2431,03-622,Targówek,ul. Skrzypcowa,52.2869,21.0674,"52.2869, 21.0674",30
2432,03-241,Targówek,ul. Słubicka,52.2934,21.0204,"52.2934, 21.0204",29
2433,03-528,Targówek,ul. Smoleńska,52.269,21.0457,"52.269, 21.0457",26
2434,03-621,Targówek,ul. Starozaciszańska,52.2826,21.0681,"52.2826, 21.0681",30
2435,03-558,Targówek,ul. Stojanowska,52.2728,21.0533,"52.2728, 21.0533",31
2436,03-649,Targówek,ul. Sucha,52.2916,21.0738,"52.2916, 21.0738",30
2437,03-252,Targówek,ul. Suwalska,52.295,21.0338,"52.295, 21.0338",29
2438,03-790,Targówek,ul. Szklana,52.265,21.0689,"52.265, 21.0689",31
2439,03-632,Targówek,ul. Śmieszna,52.2858,21.068,"52.2858, 21.068",30
2440,03-243,Targówek,ul. św. Hieronima,52.2945,21.0228,"52.2945, 21.0228",29
2441,03-291,Targówek,ul. św. Wincentego,52.2939,21.0536,"52.2939, 21.0536",30
2442,03-505,Targówek,ul. św. Wincentego,52.2699,21.0406,"52.2699, 21.0406",26
2443,03-526,Targówek,ul. św. Wincentego,52.2713,21.0424,"52.2713, 21.0424",26
2444,03-531,Targówek,ul. św. Wincentego,52.2763,21.0442,"52.2763, 21.0442",26
2445,03-530,Targówek,ul. św. Wincentego,52.2759,21.043000000000003,"52.2759, 21.043000000000003",26
2446,03-509,Targówek,ul. Świdnicka,52.2678,21.0421,"52.2678, 21.0421",26
2447,03-551,Targówek,ul. Święciańska,52.2696,21.0594,"52.2696, 21.0594",31
2448,03-547,Targówek,ul. Święciańska,52.2686,21.0585,"52.2686, 21.0585",31
2449,03-679,Targówek,ul. Tarnogórska,52.2796,21.0764,"52.2796, 21.0764",30
2450,03-563,Targówek,ul. Trocka,52.2753,21.0563,"52.2753, 21.0563",31
2451,03-254,Targówek,ul. Turmoncka,52.2981,21.037,"52.2981, 21.037",29
2452,03-545,Targówek,ul. Tykocińska,52.2685,21.0539,"52.2685, 21.0539",31
2453,03-603,Targówek,ul. Tymiankowa,52.2843,21.0645,"52.2843, 21.0645",30
2454,03-586,Targówek,ul. Uranowa,52.2778,21.0615,"52.2778, 21.0615",30
2455,03-594,Targówek,ul. Uranowa,52.278999999999996,21.0579,"52.278999999999996, 21.0579",30
2456,03-648,Targówek,ul. Ustronna,52.2893,21.0799,"52.2893, 21.0799",30
2457,03-877,Targówek,ul. Utrata,52.2649,21.0964,"52.2649, 21.0964",24
2458,03-335,Targówek,ul. W. Syrokomli,52.2848,21.0265,"52.2848, 21.0265",29
2459,03-538,Targówek,ul. Wejherowska,52.2712,21.0476,"52.2712, 21.0476",26
2460,03-507,Targówek,ul. Węgrowska,52.2686,21.0475,"52.2686, 21.0475",26
2461,03-634,Targówek,ul. Wieniecka,52.2858,21.0721,"52.2858, 21.0721",30
2462,03-645,Targówek,ul. Wiewiórki,52.2905,21.0762,"52.2905, 21.0762",30
2463,03-590,Targówek,ul. Władysława Łokietka,52.2792,21.0603,"52.2792, 21.0603",30
2464,03-587,Targówek,ul. Władysława Łokietka,52.2793,21.0609,"52.2793, 21.0609",30
2465,03-693,Targówek,ul. Wschodnia,52.2857,21.0798,"52.2857, 21.0798",30
2466,03-206,Targówek,ul. Wybrańska,52.2931,21.0206,"52.2931, 21.0206",29
2467,03-337,Targówek,ul. Wyszogrodzka,52.2886,21.0351,"52.2886, 21.0351",29
2468,03-584,Targówek,ul. Z. Jórskiego,52.2781,21.0631,"52.2781, 21.0631",30
2469,03-593,Targówek,ul. Z. Jórskiego,52.2794,21.0586,"52.2794, 21.0586",30
2470,03-787,Targówek,ul. Zabraniecka,52.2617,21.0652,"52.2617, 21.0652",31
2471,03-380,Targówek,ul. Zagraniczna,52.288999999999994,21.0232,"52.288999999999994, 21.0232",29
2472,03-624,Targówek,ul. Zarębska,52.2864,21.0662,"52.2864, 21.0662",30
2473,03-294,Targówek,ul. Zielone Zacisze,52.2883,21.0527,"52.2883, 21.0527",30
2474,03-695,Targówek,ul. Ziemiańska,52.2876,21.0768,"52.2876, 21.0768",30
2475,03-567,Targówek,ul. Złotopolska,52.2749,21.0489,"52.2749, 21.0489",31
2476,03-631,Targówek,ul. Żarnowiecka,52.2869,21.069000000000003,"52.2869, 21.069000000000003",30
2477,03-796,Targówek,ul. Żmudzka,52.2675,21.0746,"52.2675, 21.0746",31
2478,03-360,Targówek,ul. Żytomierska,52.2867,21.021,"52.2867, 21.021",29
2479,02-495,Ursus,al. Bzów,52.1911,20.8847,"52.1911, 20.8847",12
2480,02-497,Ursus,ul. A. Prystora,52.1881,20.9033,"52.1881, 20.9033",12
2481,02-484,Ursus,ul. Badylarska,52.193000000000005,20.9303,"52.193000000000005, 20.9303",10
2482,02-236,Ursus,ul. Badylarska,52.1837,20.9177,"52.1837, 20.9177",13
2483,02-496,Ursus,ul. Barbary Radziwiłłówny,52.2016,20.8633,"52.2016, 20.8633",12
2484,02-786,Ursynów,al. J. Rodowicza „Anody”,52.1498,21.0524,"52.1498, 21.0524",41
2485,02-797,Ursynów,al. Komisji Edukacji Narodowej,52.146,21.0666,"52.146, 21.0666",41
2486,02-777,Ursynów,al. Komisji Edukacji Narodowej,52.1533,21.0474,"52.1533, 21.0474",41
2487,02-784,Ursynów,Pasaż Ursynowski,52.1533,21.0251,"52.1533, 21.0251",43
2488,02-843,Ursynów,ul. 6 Sierpnia,52.122,21.0218,"52.122, 21.0218",43
2489,02-847,Ursynów,ul. A. Kostki Napierskiego,52.1256,21.0153,"52.1256, 21.0153",43
2490,02-874,Ursynów,ul. Achillesa,52.1106,20.9974,"52.1106, 20.9974",43
2491,02-860,Ursynów,ul. Akustyczna,52.1291,21.0137,"52.1291, 21.0137",43
2492,02-806,Ursynów,ul. Albatrosów,52.1494,21.0194,"52.1494, 21.0194",43
2493,02-775,Ursynów,ul. Alternatywy,52.143,21.0352,"52.143, 21.0352",43
2494,02-768,Ursynów,ul. Anyżkowa,52.17,21.0443,"52.17, 21.0443",47
2495,02-776,Ursynów,ul. Arkadowa,52.1538,21.0508,"52.1538, 21.0508",41
2496,02-790,Ursynów,ul. B. Pietraszewicza „Lota”,52.1465,21.0642,"52.1465, 21.0642",41
2497,02-867,Ursynów,ul. Baletowa,52.1259,20.9982,"52.1259, 20.9982",43
2498,02-780,Ursynów,ul. Barwna,52.1553,21.0219,"52.1553, 21.0219",43
2499,02-835,Ursynów,ul. Batystowa,52.1295,21.0515,"52.1295, 21.0515",41
2500,02-892,Ursynów,ul. Bażancia,52.1074,21.0278,"52.1074, 21.0278",43
2501,02-803,Ursynów,ul. Bekasów,52.1494,21.0226,"52.1494, 21.0226",43
2502,02-793,Ursynów,ul. Belgradzka,52.1366,21.0588,"52.1366, 21.0588",41
2503,02-829,Ursynów,ul. Białej Wody,52.1481,21.0157,"52.1481, 21.0157",43
2504,02-817,Ursynów,ul. Białozora,52.137,21.0225,"52.137, 21.0225",43
2505,02-807,Ursynów,ul. Bociania,52.1483,21.0223,"52.1483, 21.0223",43
2506,02-837,Ursynów,ul. Bogatki,52.1329,21.0218,"52.1329, 21.0218",43
2507,02-791,Ursynów,ul. Braci Wagów,52.138999999999996,21.0521,"52.138999999999996, 21.0521",41
2508,02-869,Ursynów,ul. Buszycka,52.1116,20.9951,"52.1116, 20.9951",43
2509,02-879,Ursynów,ul. Chóralna,52.113,21.0164,"52.113, 21.0164",43
2510,02-881,Ursynów,ul. Cymbalistów,52.108000000000004,21.014,"52.108000000000004, 21.014",43
2511,02-781,Ursynów,ul. Czapli,52.148,21.0291,"52.148, 21.0291",43
2512,02-852,Ursynów,ul. Czempińska,52.1427,20.9904,"52.1427, 20.9904",43
2513,02-878,Ursynów,ul. Czysta,52.12,21.013,"52.12, 21.013",43
2514,02-877,Ursynów,ul. Drumli,52.1155,21.0157,"52.1155, 21.0157",43
2515,02-868,Ursynów,ul. Dumki,52.1165,21.0086,"52.1165, 21.0086",43
2516,02-836,Ursynów,ul. Dzierzby,52.135,21.0217,"52.135, 21.0217",43
2517,02-857,Ursynów,ul. Dźwiękowa,52.1354,21.0141,"52.1354, 21.0141",43
2518,02-798,Ursynów,ul. Ekologiczna,52.1309,21.0572,"52.1309, 21.0572",41
2519,02-792,Ursynów,ul. F. M. Lanciego,52.1438,21.0585,"52.1438, 21.0585",41
2520,02-778,Ursynów,ul. F. Płaskowickiej,52.1479,21.0508,"52.1479, 21.0508",41
2521,02-858,Ursynów,ul. Fanfarowa,52.1337,21.0155,"52.1337, 21.0155",43
2522,02-862,Ursynów,ul. Farbiarska,52.1274,21.0121,"52.1274, 21.0121",43
2523,02-863,Ursynów,ul. Farbiarska,52.1288,21.0043,"52.1288, 21.0043",43
2524,02-830,Ursynów,ul. Flamenco,52.1393,21.0117,"52.1393, 21.0117",43
2525,02-855,Ursynów,ul. Fokstrota,52.1359,21.0002,"52.1359, 21.0002",43
2526,02-822,Ursynów,ul. Galopu,52.1552,21.006999999999998,"52.1552, 21.006999999999998",43
2527,02-841,Ursynów,ul. Garłaczy,52.1278,21.0225,"52.1278, 21.0225",43
2528,02-796,Ursynów,ul. Gąsek,52.1364,21.0694,"52.1364, 21.0694",41
2529,02-859,Ursynów,ul. Głuszca,52.1309,21.0147,"52.1309, 21.0147",43
2530,02-872,Ursynów,ul. Gogolińska,52.1083,20.9926,"52.1083, 20.9926",43
2531,02-814,Ursynów,ul. Gruchacza,52.1282,21.0226,"52.1282, 21.0226",43
2532,02-809,Ursynów,ul. Grzywaczy,52.1469,21.0205,"52.1469, 21.0205",43
2533,02-804,Ursynów,ul. Gżegżółki,52.1502,21.0257,"52.1502, 21.0257",43
2534,02-854,Ursynów,ul. Hołubcowa,52.1544,20.9987,"52.1544, 20.9987",43
2535,02-821,Ursynów,ul. Hołubcowa,52.1399,20.9948,"52.1399, 20.9948",43
2536,02-812,Ursynów,ul. Ibisa,52.1425,21.0202,"52.1425, 21.0202",43
2537,02-889,Ursynów,ul. Indycza,52.1112,21.0318,"52.1112, 21.0318",43
2538,02-886,Ursynów,ul. Jagielska,52.1149,21.0284,"52.1149, 21.0284",43
2539,02-891,Ursynów,ul. Jaskółcza,52.11,21.0232,"52.11, 21.0232",43
2540,02-834,Ursynów,ul. Jedwabna,52.1328,21.0472,"52.1328, 21.0472",41
2541,02-699,Ursynów,ul. Jurajska,52.1647,20.9934,"52.1647, 20.9934",44
2542,02-851,Ursynów,ul. Kadryla,52.1412,20.9982,"52.1412, 20.9982",43
2543,02-838,Ursynów,ul. Kajakowa,52.1309,21.022,"52.1309, 21.022",43
2544,02-818,Ursynów,ul. Kanarkowa,52.1367,21.0271,"52.1367, 21.0271",43
2545,02-876,Ursynów,ul. Kapeli,52.1169,21.015,"52.1169, 21.015",43
2546,02-871,Ursynów,ul. Karczunkowska,52.1109,21.0043,"52.1109, 21.0043",43
2547,02-887,Ursynów,ul. Karmazynowa,52.1121,21.0219,"52.1121, 21.0219",43
2548,02-882,Ursynów,ul. Katarynki,52.1056,21.0137,"52.1056, 21.0137",43
2549,02-850,Ursynów,ul. Kądziołeczki,52.1311,21.0014,"52.1311, 21.0014",43
2550,02-875,Ursynów,ul. Klarnecistów,52.1169,21.0145,"52.1169, 21.0145",43
2551,02-888,Ursynów,ul. Kogucia,52.1101,21.0335,"52.1101, 21.0335",43
2552,02-785,Ursynów,ul. Koński Jar,52.1601,21.0237,"52.1601, 21.0237",47
2553,02-870,Ursynów,ul. Kórnicka,52.1214,20.9945,"52.1214, 20.9945",43
2554,02-849,Ursynów,ul. Krasnowolska,52.1438,21.0073,"52.1438, 21.0073",43
2555,02-856,Ursynów,ul. Krzesanego,52.13399999999999,21.0106,"52.13399999999999, 21.0106",43
2556,02-826,Ursynów,ul. Kujawiaka,52.1457,21.006,"52.1457, 21.006",43
2557,02-873,Ursynów,ul. Kurantów,52.108999999999995,20.9932,"52.108999999999995, 20.9932",43
2558,02-840,Ursynów,ul. Leśna,52.1288,21.022,"52.1288, 21.022",43
2559,02-828,Ursynów,ul. Liptowska,52.1451,21.0144,"52.1451, 21.0144",43
2560,02-820,Ursynów,ul. Łączyny,52.1569,21.0013,"52.1569, 21.0013",43
2561,02-842,Ursynów,ul. M. Rataja,52.1267,21.0211,"52.1267, 21.0211",43
2562,02-811,Ursynów,ul. Makolągwy,52.1443,21.0258,"52.1443, 21.0258",43
2563,02-973,Ursynów,ul. Maślaków,52.111999999999995,21.0887,"52.111999999999995, 21.0887",39
2564,02-827,Ursynów,ul. Menueta,52.1507,21.0125,"52.1507, 21.0125",43
2565,02-890,Ursynów,ul. Papuzia,52.1095,21.031999999999996,"52.1095, 21.031999999999996",43
2566,02-893,Ursynów,ul. Perlicza,52.1069,21.0307,"52.1069, 21.0307",43
2567,02-819,Ursynów,ul. Puławska,52.1457,21.017,"52.1457, 21.017",43
2568,02-845,Ursynów,ul. Puławska,52.1371,21.0172,"52.1371, 21.0172",43
2569,02-884,Ursynów,ul. Puławska,52.1163,21.0175,"52.1163, 21.0175",43
2570,02-844,Ursynów,ul. Puławska,52.1287,21.0191,"52.1287, 21.0191",43
2571,02-885,Ursynów,ul. Puławska,52.1129,21.0192,"52.1129, 21.0192",43
2572,02-816,Ursynów,ul. Rajskich Ptaków,52.135,21.0196,"52.135, 21.0196",43
2573,02-795,Ursynów,ul. S. Kazury,52.1394,21.0445,"52.1394, 21.0445",41
2574,02-846,Ursynów,ul. Sporna,52.1241,21.0143,"52.1241, 21.0143",43
2575,02-825,Ursynów,ul. Tango,52.1523,21.011,"52.1523, 21.011",43
2576,02-833,Ursynów,ul. Wełniana,52.1312,21.0515,"52.1312, 21.0515",41
2577,02-824,Ursynów,ul. Wodzirejów,52.1511,21.011999999999997,"52.1511, 21.011999999999997",43
2578,02-808,Ursynów,ul. Zięby,52.1485,21.0246,"52.1485, 21.0246",43
2579,02-815,Ursynów,ul. Żołny,52.138000000000005,21.0251,"52.138000000000005, 21.0251",43
2580,04-730,Wawer,al. Dzieci Polskich,52.2099,21.2013,"52.2099, 21.2013",3
2581,04-870,Wawer,Trakt Lubelski,52.1766,21.1533,"52.1766, 21.1533",5
2582,04-790,Wawer,Trakt Lubelski,52.1886,21.1429,"52.1886, 21.1429",5
2583,04-766,Wawer,Trakt Lubelski,52.1983,21.1351,"52.1983, 21.1351",5
2584,04-667,Wawer,Trakt Lubelski,52.2133,21.134,"52.2133, 21.134",6
2585,04-809,Wawer,Trakt Napoleoński,52.1898,21.2011,"52.1898, 21.2011",2
2586,04-724,Wawer,Trakt Napoleoński,52.1974,21.1898,"52.1974, 21.1898",1
2587,04-665,Wawer,ul. 27 Grudnia,52.2238,21.1433,"52.2238, 21.1433",6
2588,04-957,Wawer,ul. A. Bardiniego,52.1796,21.2293,"52.1796, 21.2293",2
2589,04-949,Wawer,ul. A. Brücknera,52.1602,21.2302,"52.1602, 21.2302",2
2590,04-941,Wawer,ul. A. Brücknera,52.1614,21.2272,"52.1614, 21.2272",2
2591,04-830,Wawer,ul. A. Orłowskiego,52.1877,21.1943,"52.1877, 21.1943",1
2592,04-847,Wawer,ul. Agrestowa,52.1734,21.2059,"52.1734, 21.2059",2
2593,04-517,Wawer,ul. Akwarelowa,52.2298,21.1416,"52.2298, 21.1416",6
2594,04-542,Wawer,ul. Akwarelowa,52.2313,21.1492,"52.2313, 21.1492",6
2595,04-825,Wawer,ul. Aleksandrowska,52.1807,21.2047,"52.1807, 21.2047",2
2596,04-628,Wawer,ul. Alpejska,52.2186,21.1706,"52.2186, 21.1706",4
2597,04-656,Wawer,ul. Antenowa,52.2165,21.1499,"52.2165, 21.1499",6
2598,04-998,Wawer,ul. Arkadii,52.1598,21.1635,"52.1598, 21.1635",1
2599,04-763,Wawer,ul. Arktyczna,52.2049,21.1582,"52.2049, 21.1582",4
2600,04-903,Wawer,ul. Arniki,52.1684,21.2126,"52.1684, 21.2126",2
2601,04-817,Wawer,ul. Artystyczna,52.1895,21.2195,"52.1895, 21.2195",2
2602,04-814,Wawer,ul. Astry,52.19,21.2086,"52.19, 21.2086",2
2603,04-539,Wawer,ul. Azaliowa,52.2358,21.1543,"52.2358, 21.1543",6
2604,04-555,Wawer,ul. B. Czecha,52.2264,21.1546,"52.2264, 21.1546",6
2605,04-603,Wawer,ul. B. Hertza,52.2241,21.1521,"52.2241, 21.1521",6
2606,04-691,Wawer,ul. B. Wesołowskiego,52.2111,21.1504,"52.2111, 21.1504",6
2607,04-855,Wawer,ul. Bajkowa,52.1904,21.177,"52.1904, 21.177",1
2608,04-861,Wawer,ul. Bajkowa,52.1859,21.177,"52.1859, 21.177",1
2609,04-914,Wawer,ul. Bambusowa,52.1636,21.2138,"52.1636, 21.2138",2
2610,04-511,Wawer,ul. Barbórki,52.2325,21.1367,"52.2325, 21.1367",8
2611,04-923,Wawer,ul. Bartoszycka,52.162,21.2185,"52.162, 21.2185",2
2612,04-550,Wawer,ul. Begonii,52.2396,21.1481,"52.2396, 21.1481",6
2613,04-882,Wawer,ul. Będzińska,52.1809,21.1847,"52.1809, 21.1847",1
